,3212.0
studio,3.0
studio),1.0
studio.,1.0
studio.strp,1.0
studiouse,1.0
stuff,10.0
stuff.open,1.0
stump,5.0
stumps,3.0
stvehicle,2.0
style,1.0
sub,1.0
sub-contractor,1.0
subaru,1.0
subaru);parking,1.0
subdivision,1.0
subdivisiondilapidated,1.0
subdivisionhigh,1.0
subleasing,1.0
substandard,1.0
suburban,8.0
subway,2.0
subway.,1.0
subwayprohibited,1.0
subwaysigns,1.0
such,1.0
sudstandard,3.0
suggests,1.0
suite,34.0
suite.address,1.0
suite116,1.0
suite8electronic,1.0
suites,1.0
"suites,",1.0
summer,1.0
summer.high,1.0
summerexterior,1.0
summerlandlord,1.0
summerly,1.0
sun,3.0
sunday,1.0
"sundays,",1.0
sunfirevehicle,1.0
sunk,1.0
sunken,1.0
sunroombuilding,1.0
super,2.0
supermarketopen,1.0
supplies,2.0
supplies.,1.0
supply,19.0
"supply,heating",7.0
"supply,interior",10.0
"supply,water",6.0
supply-has,1.0
supplyelectronic,1.0
supported,1.0
supports)address,1.0
supports.accessory,1.0
suppose,1.0
supposed,1.0
supposedly,1.0
supposedly)open,1.0
supv,3.0
sur,2.0
"sur,exterior",4.0
"sur,sign",1.0
surburban,1.0
sure,14.0
sureopen,1.0
surf,2.0
"surf,interior",10.0
"surface,damaged",1.0
surfaces,18.0
"surfaces,interior",70.0
"surfaces,interiors",22.0
"surfaces,landlord",2.0
"surfaces,leaking",3.0
"surfaces,mechanical",4.0
"surfaces,open",2.0
"surfaces,other",2.0
"surfaces,overhaul",1.0
"surfaces,owners",1.0
"surfaces,plumbing",9.0
"surfaces,raise",1.0
"surfaces,re-secure",1.0
"surfaces,rodents,",1.0
"surfaces,sanitary",4.0
"surfaces,ventilation",1.0
"surfaces,water",1.0
surgery/wood,1.0
surrounding,5.0
sussex,1.0
suv,50.0
suv),1.0
suv)parking,1.0
suv)vehicle,1.0
"suv,",2.0
suv.,2.0
suv.vehicle,1.0
suvexterior,2.0
suvopen,1.0
suvparking,2.0
suvunlic,5.0
suzuki;,1.0
sweage,1.0
sweep,7.0
sweepprohibited,1.0
sweet,1.0
swiftyopen,1.0
swimming,64.0
swing,3.0
switch,10.0
swo///trash///permitbuilding,1.0
swobuilding,1.0
"syrofoam,",1.0
sys,65.0
"sys,exterior",232.0
"sys,fire",2.0
"sys,graffiti,open",1.0
"sys,high",14.0
"sys,interior",5.0
"sys,maintain",1.0
"sys,open",29.0
"sys,parking",5.0
"sys,plumbing",1.0
"sys,rusted",2.0
"sys,sidewalk",1.0
"sys,unlic",2.0
system,513.0
"system
junk,",1.0
"system,exterior",101.0
"system,fire",4.0
"system,high",1.0
"system,interior",3.0
"system,interiors",2.0
"system,open",2.0
"system,other",1.0
"system,parking",1.0
"system,sales",1.0
"system,sewage",1.0
"system,unlic",2.0
systemexterior,2.0
systemhvac,1.0
systems,201.0
t/d/parking,1.0
t/dopen,2.0
t5rash,1.0
t90,1.0
table,8.0
taco,8.0
tag,45.0
tag#,5.0
"tag),",1.0
"tag,",1.0
tag.,2.0
tag.exterior,1.0
tag.vehicle,2.0
tag;,5.0
tagaccessory,1.0
tagexterior,12.0
tagged,2.0
tagged.,1.0
tagged.open,1.0
tagopen,1.0
tagparking,4.0
tags,64.0
"tags,",5.0
"tags,inoperable",1.0
tags.,3.0
tags.exterior,2.0
tags.open,1.0
tags.overcrowding,1.0
tags.unlic,1.0
tags.vehicle,1.0
tags;,6.0
tags?,1.0
tagsexterior,18.0
tagsopen,2.0
tagsparking,1.0
tagsunlic,11.0
tagsvehicle,11.0
tagunlic,11.0
tagvehicle,3.0
tahoe,5.0
tahoe)vehicle,1.0
tahoeunlic,1.0
take,3.0
take)exterior,1.0
take-out,1.0
taken,19.0
taken:,2218.0
takes,1.0
taking,2.0
tall,170.0
tall),1.0
"tall,",2.0
tall...high,1.0
tall.commercial,1.0
tall.fence,1.0
tall.high,3.0
tall;,1.0
tallexterior,1.0
tallfence,1.0
tallhigh,11.0
tampa,1.0
tan,13.0
tan/brown,1.0
tank,3.0
"tank,",1.0
"tank,defective",1.0
"tank,electrical",2.0
"tank,exterior",1.0
"tank,fire",3.0
"tank,hot",1.0
"tank,hvac",1.0
"tank,re-secure",1.0
"tank,use",1.0
tanker,1.0
tankopen,1.0
tanksanitary,1.0
tanksley,1.0
tanning,1.0
tanvehicle,2.0
tape,1.0
tapeexterior,1.0
taproom,1.0
tarp,45.0
tarp)exterior,1.0
tarp)unlic,1.0
"tarp,",2.0
tarp.,1.0
tarp.building,1.0
tarp;,1.0
tarpexterior,5.0
tarpopen,1.0
tarpparking,2.0
tarps,6.0
"tarps,",1.0
tarps.accessory,1.0
tarps;,1.0
tarpsbuilding,1.0
tarpsopen,2.0
tarpunlic,1.0
tarsh/imv/grasshigh,1.0
"tarus,flat",1.0
tash,6.0
taste,1.0
taurus,8.0
taurusvehicle,2.0
tax,5.0
tax)prohibited,1.0
taxessigns,1.0
taxi,4.0
taxi's,2.0
taxprohibited,1.0
taxsigns,1.0
taylor,1.0
teal,2.0
tearing,2.0
"tech,",1.0
telling,1.0
temp,3.0
temp.,2.0
tempered,1.0
temporary,46.0
tempory,3.0
tenant,11.0
tenant.broken,1.0
tenant.exterior,1.0
tenantbroken,1.0
tenants,26.0
tenants/owners,1.0
tennessee,3.0
tent,21.0
tent.exterior,1.0
tent/cabanaopen,1.0
tent;,1.0
tentopen,1.0
tents,11.0
tents.,2.0
tents/homeless,1.0
tentsopen,1.0
tentunlic,1.0
tequila,1.0
term,66.0
terrace,3.0
terriblecexterior,1.0
testing,1.0
texas,2.0
tg,7.0
"tg,",1.0
tghigh,3.0
th,1.0
than,75.0
that,135.0
that's,7.0
thats,1.0
the,4895.0
theatre.exterior,1.0
their,24.0
theirsdilapidated,1.0
them,17.0
them)open,1.0
"them,",1.0
them.,1.0
them.accessory,1.0
them.building,1.0
them.commercial,1.0
them.failure,1.0
"them.graffiti,use",1.0
them.open,1.0
them;,2.0
themexterior,1.0
themhigh,1.0
themopen,1.0
themselves,1.0
themuse,1.0
then,15.0
theophile,1.0
theory),1.0
theproeprty,1.0
therapyuse,1.0
there,138.0
there)correct,1.0
there)exterior,1.0
"there,",6.0
there.,11.0
there.building,2.0
there.commercial,1.0
there.excess,1.0
there.open,3.0
there.owner,3.0
there.roof,1.0
there.unlic,1.0
there.use,1.0
thereaddress,1.0
therecommercial,1.0
theredamaged,1.0
thereelectrical,1.0
thereext,1.0
thereexterior,1.0
thereopen,3.0
thereowner,1.0
thereuse,2.0
these,7.0
they,67.0
they're,1.0
they've,1.0
thick,1.0
thier,1.0
things,2.0
think,5.0
thinks,6.0
this,275.0
this.open,1.0
thisis,1.0
thisopen,1.0
thompson,10.0
thompsonelectronic,1.0
thornton's,1.0
thorntons,2.0
thorough,1.0
those,1.0
though.,1.0
though.vehicle,1.0
thousands,1.0
threatening,1.0
three,10.0
threw,2.0
thrift,4.0
through,12.0
throughout,2.0
throw,2.0
throwing,22.0
thrown,9.0
throws,1.0
thru,2.0
thunderbird,1.0
tibers,1.0
tied,1.0
"ties,",1.0
tightly,1.0
tiles,1.0
tim,1.0
timber,1.0
"timber,",1.0
timber.,2.0
time,8.0
time.,2.0
time.excess,1.0
timecommercial,1.0
"timegraffiti,open",1.0
timeopen,1.0
timeparking,1.0
times,6.0
times.,2.0
times.trash,1.0
timesopen,1.0
timing,76.0
"timing,high",1.0
"timing,prohibited",2.0
"timing,sign",1.0
"timing,signs",9.0
tinting,1.0
tiny,11.0
tip,1.0
tip),11.0
tipped,1.0
tips),1.0
tire,37.0
tire),1.0
"tire),",1.0
"tire,",1.0
tire.,1.0
tire.vehicle,1.0
tire/wheel,1.0
tire;,1.0
tireexterior,1.0
tires,154.0
tires),2.0
tires).open,1.0
tires)open,2.0
"tires,",18.0
tires.,12.0
tires.exterior,4.0
tires.open,2.0
tires.parking,2.0
tires.unlic,1.0
tires.vehicle,1.0
tires/debrisopen,2.0
tires/disassemblled,1.0
tires/gradingexterior,1.0
tires/imv's,1.0
tires/rv/use/debris/imvaccessory,1.0
tires;,5.0
tiresbuilding,1.0
tiresexterior,7.0
tiresoccupancy,1.0
tiresopen,24.0
tiresunlic,4.0
tiresuse,1.0
tiresvehicle,18.0
tireunlic,3.0
tirevehicle,7.0
tis,1.0
tisdall,1.0
title,9.0
tn,8.0
tn.,2.0
to,1181.0
to.open,1.0
to/from,1.0
tobacca,1.0
tobacco,1.0
tobacco.,1.0
tobaccoexterior,1.0
today,1.0
todd,1.0
toilet,37.0
toiletexterior,1.0
toiletopen,2.0
toilets,1.0
"toilets,",2.0
told,4.0
toliet,1.0
tombstone,1.0
tone,1.0
tonnage,1.0
tons,2.0
tons.,1.0
"tony,",1.0
too,45.0
too)parking,1.0
too.,5.0
too.open,2.0
tooexterior,2.0
toolandlord,1.0
tools,2.0
tools/saws,1.0
tooopen,2.0
top,22.0
"top,",1.0
top.,1.0
top.boat,1.0
top.exterior,1.0
top/main,1.0
top/paving,1.0
topper,1.0
tops,1.0
topvehicle,1.0
torage,1.0
tore,1.0
torn,10.0
"torn,",1.0
torn.,1.0
torn.high,1.0
tornexterior,1.0
total,3.0
tours.,1.0
tow,11.0
towards,12.0
towed,2.0
tower,1.0
tower.,2.0
toweropen,1.0
"towers,exterior",18.0
towing,6.0
towing);,1.0
town,3.0
town.,1.0
town.lighting,1.0
townhome,3.0
townhomehigh,1.0
townhomes.,1.0
townhomes.use,1.0
townhomeunlic,1.0
townhouse,1.0
townhousesopen,1.0
tows,1.0
toxic,2.0
toybox,1.0
toyota,32.0
toyota's,1.0
toyota)open,1.0
"toyota,",1.0
toyota.,1.0
toyotavehicle,3.0
toys,2.0
"toys,",1.0
toys.open,1.0
toyt,1.0
toyta,1.0
tr867zdaexterior,1.0
tracehigh,1.0
traceopen,1.0
track,1.0
tracker,1.0
tracking,1.0
trackshigh,2.0
tract,1.0
tractor,26.0
tractor)accessory,1.0
tractors,1.0
trades,1.0
traffic,3.0
traffic-one,1.0
traffic.,1.0
traffic.high,1.0
trafficcommercial,1.0
trafficexterior,1.0
traffichigh,2.0
trafficprohibited,2.0
trafficunlic,1.0
trafficuse,1.0
trah,1.0
"trah,",1.0
trahopen,1.0
trail,1.0
trailblazer,4.0
trailblazervehicle,1.0
trailer,267.0
"trailer,",20.0
trailer-front,1.0
trailer.,11.0
trailer.electrical,1.0
trailer.exterior,1.0
trailer.open,2.0
trailer.rv,1.0
trailer.use,2.0
trailer/debrisbuilding,1.0
trailer/house.,1.0
trailer/storage,1.0
trailer/vehicle,1.0
trailer/yardexterior,1.0
trailer;,6.0
traileraddress,1.0
trailerboarding,1.0
trailerboat,2.0
trailerbuilding,2.0
trailerexterior,10.0
trailerfailure,1.0
trailerhigh,3.0
traileropen,15.0
trailerparking,3.0
trailers,96.0
trailers),1.0
"trailers,",1.0
trailers.,5.0
trailers;,1.0
trailersexterior,1.0
trailersigns,1.0
trailertractor-trailer,1.0
traileruse,2.0
trailor,3.0
trailorfailure,2.0
trailoropen,1.0
training,2.0
trainingspotnashville.comexterior,1.0
trampoline,2.0
"trampoline,",2.0
trans,1.0
transfer,1.0
transmission,3.0
transport,3.0
transportation,1.0
transportation.commercial,1.0
trap,23.0
tras,2.0
trash,6453.0
trash(use0open,1.0
trash),3.0
trash)open,1.0
"trash,",11416.0
"trash,and",2.0
"trash,debrisexterior",3.0
"trash,debrisopen",1.0
"trash,exterior",1.0
"trash,grasshigh",1.0
"trash,litter",2.0
"trash,open",2.0
"trash,parking",1.0
"trash,use(repairing",1.0
trash.,31.0
trash.exterior,3.0
trash.high,1.0
trash.open,7.0
trash/,12.0
trash//exterior,1.0
trash//repairing,2.0
trash/address,1.0
trash/debis,1.0
trash/debris,53.0
"trash/debris,",15.0
trash/debris.,1.0
trash/debrisaccumulation,1.0
trash/debriscommercial,1.0
trash/debrisexterior,51.0
trash/debrisopen,6.0
trash/debrissigns,2.0
trash/debrs,1.0
trash/furniture,1.0
trash/furnitureopen,2.0
trash/grass/graffiti/illegal,1.0
trash/grass/gutershigh,1.0
trash/grasshigh,7.0
trash/high,1.0
trash/imvopen,2.0
trash/inoperable,1.0
trash/litter,1.0
trash/litteropen,1.0
trash/papers,1.0
trash/recycle,1.0
trash/rocks/building,1.0
trash/tiresopen,1.0
trash/weeds,1.0
trash/wood,1.0
trash;,3.0
trasha,6.0
trashabandoned,1.0
trashaccessory,2.0
trashaccumualtion,1.0
trashaddress,4.0
trashboarding,2.0
trashboat,2.0
trashbuilding,2.0
trashcan,2.0
trashcan.,1.0
trashcans,3.0
trashcommercial,2.0
"trashcornices,",1.0
trashes,1.0
trashexcessive,2.0
trashext,1.0
trashexterior,35.0
trashfailure,2.0
trashhigh,29.0
trashlandlord,3.0
trashopen,237.0
trashparking,1.0
trashsexterior,1.0
trashunlic,2.0
trasn,1.0
travel,8.0
travis,1.0
trc,1.0
"trc.

(edit:",1.0
trc.)high,1.0
treah,1.0
treashopen,1.0
treatment,417.0
"treatment,",1.0
"treatment,exterior",1.0
treatment.exterior,1.0
tree,167.0
tree).landlord,1.0
"tree,",15.0
"tree,pog,jtd,howhigh",1.0
tree.,6.0
tree./no,1.0
tree.exterior,1.0
tree/dilapidated,1.0
tree/limb,1.0
tree/limbs,1.0
treeaccessory,1.0
"treebanners,prohibited",1.0
treeboat,1.0
treebuilding,1.0
treeexterior,7.0
treehigh,4.0
treehouse,1.0
treeopen,22.0
treeparking,1.0
treeprohibited,1.0
trees,32.0
trees)high,1.0
"trees,",6.0
"trees,exterior",1.0
trees.,1.0
trees.building,1.0
trees.exterior,3.0
trees.high,1.0
trees.open,4.0
trees/limbs,1.0
trees/shrubs.accessory,1.0
trees;,1.0
treesexterior,5.0
treeshigh,2.0
treesopen,5.0
treesprohibited,1.0
treesuse,1.0
trench,2.0
trendzelectronic,1.0
trenton,2.0
tressexterior,1.0
treutland,1.0
tri,3.0
tri-plex;,1.0
tri-plexfailure,1.0
triangle,1.0
triangleprohibited,1.0
tribe,1.0
trickling,1.0
triesopen,1.0
trim,6.0
"trim,",3.0
trim.exterior,1.0
trim.high,1.0
trimexterior,2.0
trimmedhigh,1.0
trimming,7.0
trimopen,1.0
trims.open,1.0
trinity,3.0
trip,2.0
triple,2.0
triplex,2.0
"triplex,",2.0
triplex.,1.0
triplex.open,1.0
triplex;,1.0
triplexbuilding,1.0
"triplexovercrowding,use",2.0
triplexuse,1.0
trk,1.0
trl,2.0
trl.exterior,1.0
trlexterior,2.0
"trolley,",1.0
"tropics,",1.0
trouble,1.0
trp-otted,1.0
trqashaccessory,1.0
"trsh,",1.0
truck,386.0
truck(dump).debris(lumber)commercial,1.0
truck),3.0
truck).open,1.0
truck)exterior,1.0
truck)unlic,2.0
truck)vehicle,1.0
"truck,",6.0
truck.,8.0
truck.exterior,1.0
truck.unlic,2.0
truck.vehicle,2.0
truck/aarkingcommercial,1.0
truck/imv's/parking,1.0
truck/pkingparking,1.0
truck/trailers,1.0
truckaccessory,1.0
truckboat,1.0
truckcommercial,9.0
truckexterior,3.0
truckillegal,1.0
trucking,2.0
truckopen,3.0
truckparking,3.0
truckprohibited,1.0
trucks,51.0
"trucks,",5.0
trucks.,1.0
trucks.building,1.0
trucks.open,1.0
trucks.use,1.0
trucks/parking,1.0
trucks;,1.0
trucksbuilding,1.0
truckscommercial,3.0
trucksopen,2.0
trucksuse,1.0
trucktractor-trailer,1.0
truckunlic,11.0
truckvehicle,10.0
true,1.0
trunk,1.0
trunkexterior,1.0
trunks,1.0
try,2.0
trying,2.0
tub,9.0
tub.stagnant,1.0
tubaccessory,1.0
tubes,1.0
tubopen,1.0
tuesday's,1.0
turkey,1.0
turn,1.0
turn)unsafe,1.0
turned,39.0
turner,1.0
turning,2.0
"turpitude,plumbing",1.0
tusculum,5.0
tv,40.0
tv's,5.0
tv)open,1.0
"tv,",2.0
tvaccessory,1.0
twice,1.0
twisted,1.0
two,33.0
ty,1.0
type,8.0
type.,1.0
"tyrash,",1.0
u,5.0
u&o,3.0
u&oexterior,2.0
u&ofailure,1.0
u&oparking,1.0
u-haul,2.0
u/o,1.0
uhaul,2.0
umpermitted,1.0
un;loicensed,1.0
unable,1.0
"unanchored,",1.0
unapproved,1.0
unauthorized,1.0
uncontained.,1.0
uncovered.,1.0
uncuthigh,1.0
under,144.0
undercommercial,1.0
underneath.,1.0
underpending,1.0
unfinished,3.0
unfinishedbuilding,1.0
union,1.0
unit,93.0
unit(s),2.0
unit),1.0
unit)exterior,1.0
"unit,",5.0
unit.,3.0
unit.exterior,3.0
unit.interior,1.0
unit.overcrowding,1.0
unit.unlic,1.0
unit.use,3.0
unit//trashaccessory,1.0
unitbuilding,4.0
unitclean,1.0
unitconcrete,1.0
unitelectrical,1.0
unithigh,1.0
unitopen,2.0
unitplumbing,1.0
units,8.0
units),1.0
"units,",2.0
"units,plumbing",4.0
"units,sanitary",1.0
"units,unstop",1.0
"units,water",1.0
units.open,1.0
units.strp,1.0
units.use,1.0
unitshigh,1.0
unitsunlic,1.0
unitunlic,2.0
unkempt,15.0
unkept,1.0
unknown,1.0
unlawful,3.0
unli/unopunlic,1.0
unlicensaed,2.0
unlicense,1.0
unlicensed,212.0
"unlicensed,",2.0
unlicensed/inoperable,3.0
unlicensedunlic,3.0
unlincesed,1.0
unloading,2.0
unlock,1.0
unloicensed,1.0
unoccupied,1.0
unoperable,1.0
unpainted,1.0
unpermitted,23.0
unreadable,1.0
unregistered,6.0
unrelated,171.0
unruly,1.0
unsafe,6.0
unsafeexterior,1.0
unsafeheating,1.0
unsafeswimming,1.0
unsanitary,13.0
unsecued,1.0
unsecure,38.0
"unsecure,",6.0
unsecure.accessory,1.0
unsecure.boarding,1.0
unsecure/postedexterior,1.0
unsecure;,1.0
unsecureboarding,8.0
unsecured,31.0
"unsecured,",1.0
unsecured/delapidated,1.0
unsecured/grass/windowsboarding,1.0
unsecured/trash/grassboarding,1.0
unsecured;,3.0
unsecured?exterior,1.0
unsecuredexterior,1.0
unsecureexterior,1.0
unstable,1.0
unstable.building,1.0
unsure,1.0
untagged,3.0
until,3.0
unto,2.0
unwanted,1.0
up,179.0
up),1.0
"up,",4.0
"up,open",1.0
up.,9.0
up.exterior,2.0
up.graffiti,1.0
up.open,5.0
up.vehicle,1.0
upaccessory,1.0
update,1.0
updated)exterior,1.0
updog,1.0
upexterior,5.0
uphigh,3.0
uploaded,4.0
uploaded.parking,1.0
uploadedopen,1.0
uploadedparking,3.0
upopen,5.0
upper,4.0
upsanitary,1.0
upsidewalk,1.0
upstairs,3.0
upstairs.building,1.0
upstairselectrical,1.0
upvehicle,1.0
urban,2.0
urband,1.0
urinating,1.0
us,3.0
us)accessory,1.0
us)use,1.0
usdexterior,1.0
use,374.0
use(car,1.0
use(portable,1.0
use(rv)open,1.0
"use)overcrowding,use",1.0
"use,",74.0
use-,3.0
use-living,1.0
use-open,1.0
use-repairing,1.0
"use-rv,",1.0
use-shrine,1.0
use.,4.0
use.boat,1.0
use.failure,1.0
use.use,1.0
use/,3.0
use/camperuse,1.0
use/junk,1.0
use/overcrowdinguse,2.0
use/trash/dilapidated,1.0
use/trashopen,1.0
use;,1.0
useaccessory,2.0
useaddress,2.0
useboat,1.0
usebuilding,5.0
usecertificate,1.0
usecommercial,3.0
used,89.0
"used,",1.0
used.strp,1.0
useexterior,16.0
usefailure,5.0
"usegraffiti,high",1.0
usehigh,3.0
useing,1.0
useinterior,1.0
useoccupancy,2.0
useopen,18.0
useparking,2.0
useunlic,2.0
useuse,12.0
usexterior,1.0
using,54.0
usps.,1.0
uspsvehicle,3.0
usually,7.0
utilities,3.0
"utilities,",1.0
utilities/electrical,1.0
utilities/living,1.0
utilitiesaddress,1.0
utilitiesbuilding,1.0
utilitieselectrical,2.0
utilitiesexterior,1.0
utilitiesopen,1.0
utilitiesuse,1.0
utility,15.0
uzo,1.0
v,1.0
v.,1.0
v.f.w.,1.0
v.i.p,1.0
"v562a,",1.0
vac,62.0
vac.,1.0
vacan,1.0
vacant,618.0
"vacant,",12.0
vacant-house,1.0
vacant.,3.0
vacant.exterior,1.0
vacant.high,1.0
vacant.open,1.0
vacant/boarded,1.0
vacant/disrepairexterior,1.0
vacant/unfinished,1.0
vacant/unsecure,1.0
vacant/unsecuredexterior,1.0
vacant;,1.0
vacantexterior,3.0
vacantfailure,2.0
vacanthigh,20.0
vacantopen,1.0
vacated,1.0
vacation,2.0
vacuum,1.0
valencia,1.0
valero,1.0
valid,13.0
valid.,1.0
validate,1.0
value,1.0
valve,6.0
valvolinesigns,1.0
van,110.0
van),1.0
"van),",1.0
van);,1.0
van)unlic,1.0
"van,",4.0
van.,4.0
van.exterior,1.0
van.unlic,1.0
van.vehicle,1.0
van/parkingparking,1.0
van;,3.0
vanaddress,1.0
vancertificate,1.0
vanexterior,2.0
vanfailure,1.0
vanopen,3.0
vanparking,2.0
vans,13.0
vans),1.0
vans.,1.0
vans.vehicle,1.0
vans/trucks,1.0
vanunlic,5.0
vanvehicle,4.0
vape,1.0
vaporsigns,1.0
various,4.0
varmitexterior,1.0
vashti,1.0
vat,1.0
vechileexterior,1.0
vegetation,13.0
"vegetation,exterior",7.0
"vegetation,high",11.0
"vegetation,open",1.0
"vegetation,rusted",1.0
vegetation.excess,1.0
vegetationexcess,7.0
vegetationhigh,2.0
veh,1555.0
"veh,",2.0
"veh,exterior",153.0
"veh,graffiti,high",1.0
"veh,heating",1.0
"veh,high",26.0
"veh,landlord",1.0
"veh,missing",1.0
"veh,occupancy",5.0
"veh,open",137.0
"veh,parking",153.0
"veh,remove",2.0
"veh,sanitary",1.0
"veh,signs",1.0
"veh,unlic",2.0
"veh,use",34.0
"veh,vehicle",6.0
veh.,1.0
"veh.,",2.0
veh.commercial,1.0
vehcile,4.0
vehcile/parking,1.0
vehcile;,1.0
vehcileexterior,7.0
vehciles,1.0
vehcles,1.0
vehclies,1.0
vehcommercial,4.0
vehi,1.0
vehice/junk,1.0
vehiceexterior,1.0
vehicle,1706.0
vehicle(porche)unlic,1.0
vehicle(s),1.0
vehicle(s)open,2.0
vehicle(s)parking,1.0
vehicle(s)unlic,2.0
vehicle)open,1.0
"vehicle,",177.0
"vehicle,exterior",1.0
"vehicle,junk",1.0
"vehicle,open",2.0
"vehicle,parking",1.0
vehicle-mobile,1.0
vehicle-parked,1.0
vehicle-white,1.0
vehicle.,45.0
vehicle.boat,1.0
vehicle.exterior,17.0
vehicle.high,1.0
vehicle.unlic,2.0
vehicle.vehicle,4.0
vehicle/,13.0
vehicle////address,1.0
vehicle////parking,1.0
vehicle////parkingparking,2.0
vehicle///parking,3.0
vehicle///parking///trashopen,1.0
vehicle///parking/address,1.0
vehicle///parkingparking,1.0
vehicle//parking,2.0
vehicle//parkingparking,3.0
vehicle//trashopen,1.0
vehicle/accessory,1.0
vehicle/debris/address,1.0
vehicle/debrisopen,1.0
vehicle/equipmentcommercial,1.0
vehicle/high,5.0
vehicle/inopersable,1.0
vehicle/junk,12.0
vehicle/junktrash,1.0
vehicle/motor,1.0
vehicle/parking,25.0
vehicle/parking/debris,1.0
vehicle/parking/debris/adress,1.0
vehicle/parking/debrisopen,1.0
vehicle/parking/high,1.0
vehicle/parking/repiring,1.0
vehicle/parking/trashopen,1.0
vehicle/parking/working,1.0
vehicle/parkingbuilding,1.0
vehicle/parkingcommercial,1.0
vehicle/parkingopen,1.0
vehicle/parkingparking,21.0
vehicle/use,1.0
vehicle;,16.0
vehicleaddress,9.0
vehicleboat,1.0
vehiclebuilding,2.0
vehiclecommercial,27.0
vehicleexterior,184.0
vehiclehigh,19.0
vehicleopen,47.0
vehicleparking,29.0
vehicles,5774.0
vehicles),2.0
vehicles)open,1.0
vehicles)parking,1.0
vehicles)unlic,1.0
"vehicles,",237.0
"vehicles,exterior",2.0
"vehicles,hgwexterior",1.0
"vehicles,open",10.0
"vehicles,parking",2.0
"vehicles,protective",1.0
"vehicles,unlic",1.0
"vehicles,unstop",1.0
"vehicles,use",432.0
"vehicles,vehicle",13.0
"vehicles,vent",1.0
vehicles-,1.0
vehicles.,39.0
vehicles.address,2.0
vehicles.bb,1.0
vehicles.building,1.0
vehicles.exterior,7.0
"vehicles.graffiti,open",1.0
vehicles.interior,1.0
vehicles.open,13.0
vehicles.overcrowding,1.0
"vehicles.overcrowding,unlic",1.0
vehicles.parking,1.0
vehicles.unlic,2.0
vehicles/,10.0
vehicles////parking,2.0
vehicles///parking,1.0
vehicles///parkingparking,2.0
vehicles///trashopen,1.0
vehicles//parking,1.0
vehicles//parking/junkopen,1.0
vehicles//parking/trashopen,1.0
vehicles//permits,1.0
vehicles/accumilation,1.0
vehicles/boat,1.0
vehicles/boatsopen,1.0
vehicles/debris/parking,1.0
vehicles/debris/parkingopen,1.0
vehicles/exterior,1.0
vehicles/junk,2.0
vehicles/junked,1.0
"vehicles/motorcycles,",1.0
vehicles/motorcycles.,1.0
"vehicles/motorhomes,",1.0
vehicles/parking,5.0
vehicles/parking/repairing,1.0
vehicles/parkingparking,1.0
vehicles/repairing,1.0
vehicles/trashopen,1.0
vehicles/use/ext.,1.0
vehicles;,63.0
vehicles;exterior,1.0
vehiclesaccessory,3.0
vehiclesaddress,4.0
vehiclesbuilding,4.0
vehiclescommercial,12.0
vehiclesexterior,89.0
vehicleshigh,11.0
vehicleslandlord,1.0
vehiclesoccupancy,2.0
vehiclesopen,83.0
vehiclesovercrowding,1.0
vehiclesparking,24.0
vehiclessigns,1.0
vehiclesunlic,74.0
vehiclesuse,3.0
vehiclesvehicle,2.0
vehicleunlic,168.0
vehiclevehicle,12.0
vehiclew/parkingparking,1.0
vehiicle,1.0
vehiiclesunlic,1.0
vehilce,1.0
"vehilce,",1.0
"vehilces,",2.0
"veicles,",1.0
veihicle,1.0
velongs,1.0
vender,1.0
vending,8.0
vending(pictures/clothes)use,1.0
"vending,parking",1.0
"vending,use",1.0
vendingmobile,2.0
vendor.,1.0
vendors,3.0
veneer-stone),3.0
vent,1.0
vent?exterior,1.0
ventexterior,1.0
ventilation,4.0
vents,2.0
"vents,exterior",2.0
"vents,sidewalk",1.0
ventsexterior,1.0
venue,8.0
venue)building,1.0
"venue,",2.0
venue.boarding,2.0
venue.use,1.0
venuebuilding,2.0
venueuse,3.0
verify,1.0
verizonprohibited,1.0
vermin,4.0
"vermin,roof",1.0
"vermin,rotted,",2.0
"vermin,rusted",1.0
"vermin,sanitary",1.0
"vermin,screens",1.0
"vermin,underpinning,",1.0
"vermin,use",1.0
"vermin,ventilation",2.0
vernon,2.0
versa,2.0
versa.exterior,1.0
versavehicle,1.0
very,19.0
vheicle.,1.0
via,4.0
victor-,1.0
victoria,1.0
victoriaunlic,1.0
victoriavehicle,1.0
victory,1.0
video,2.0
video.electronic,1.0
view,10.0
